Year,LocationAbbr,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,Status,Citation,StatusAltValue,EnactedDate,EffectiveDate
2012,DC,District of Columbia,Physical Activity,Initiatives and Programs,School/After School,Early Warning and Support System Act of 2012<br>,Dead,B648,3,1/1/2012 0:00,
2005,TN,Tennessee,Nutrition,School Nutrition,Early Care and Education,Child Nutrition and Wellness,Enacted,S2038,1,1/1/2005 0:00,
2012,IL,Illinois,Nutrition,Appropriations,Community,An Act Making Appropriations,Enacted,S2454,1,6/30/2012 0:00,
2011,PA,Pennsylvania,Obesity,Liability and Indemnity,Work Place,Healthy Living Committee Discount,Dead,S261,3,,
2015,NY,New York,Physical Activity,Physical Education Requirements,Community,Trans fat reduction; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,Introduced,AB6548,0,,
2005,NM,New Mexico,Obesity,Food Restrictions,School/After School,School Meal Nutrition Rules,Enacted,H61,1,1/1/2005 0:00,
2005,PA,Pennsylvania,Nutrition,Farm Direct Foods,Community,An Act to Provide from the General Fund<br>,Enacted,H815,1,1/1/2005 0:00,
2010,OH,Ohio,Nutrition,Incentives,Restaurant/Retail,Commercial Activity Tax Credit,Dead,S288,3,,
2011,CT,Connecticut,Nutrition,Farm Direct Foods,Restaurant/Retail,Locally Grown Products by Residents,Dead,H5385,3,,
2011,NH,New Hampshire,Obesity,Appropriations,Community,State Infrastructure Bank,Dead,S159,3,,
2010,NY,New York,Physical Activity,Disparities/Equity,Work Place,Advisory Committee on Public Wellness,Dead,S8186,3,,
2005,PA,Pennsylvania,Nutrition,Farmers Markets,Community,An Act to Provide from the General Fund<br>,Enacted,H815,1,1/1/2005 0:00,
2009,WI,Wisconsin,Obesity,Food Restrictions,School/After School,Day Care Centers,Dead,S313,3,,
2011,NY,New York,Nutrition,Access to Healthy Foods,Work Place,Calcium Purchasing Preference Initiative,Dead,S265,3,,
2011,HI,Hawaii,Nutrition,Appropriations,Community,Support for Home Organic Produce Cooperatives,Dead,HCR301,3,,
2007,TX,Texas,Nutrition,Food Assistance Programs,Community,An Act Appropriating Money,Enacted,H1,1,1/1/2007 0:00,
2011,ME,Maine,Obesity,Food Restrictions,School/After School,Farm and Fish to School Program,Enacted,H1060,1,1/1/2011 0:00,
2010,WA,Washington,Physical Activity,Bicycling,Community,Supplemental Transportation Appropriations,Dead,H2838,3,,
2006,AZ,Arizona,Physical Activity,"Parks, Recreation and Trails",Community,Trail Fund,Enacted,S1468,1,1/1/2006 0:00,
2009,MS,Mississippi,Nutrition,Appropriations,Community,Outdoor Advertising,Dead,H1290,3,,
2010,IL,Illinois,Nutrition,Farmers Markets,Community,Farmers Markets,Dead,HJR87,3,,
2011,OK,Oklahoma,Physical Activity,Liability and Indemnity,Community,Healthier Neighborhood Living Task Force,Dead,S232,3,,
2009,MN,Minnesota,Nutrition,School Nutrition,Community,Human Services,Dead,S839,3,,
2011,AL,Alabama,Nutrition,Agriculture and Farming,School/After School,Child Nutrition Programs,Enacted,H433,1,1/1/2011 0:00,
2009,OK,Oklahoma,Nutrition,Fruits and Vegetables,Community,Revenue And Taxation,Dead,H1926,3,,
2010,VT,Vermont,Nutrition,Agriculture and Farming,Community,Motor Vehicles,Dead,H520,3,,
2009,IA,Iowa,Obesity,Appropriations,Restaurant/Retail,Local Food and Farm Task Force,Dead,S404,3,,
2011,TN,Tennessee,Nutrition,Farmers Markets,Restaurant/Retail,Public Funds and Financing,Dead,H1385,3,,
2009,HI,Hawaii,Physical Activity,Public Transportation,Community,Mixed Use Transit Oriented Joint Development Project,Dead,H77,3,,
2010,IA,Iowa,Obesity,Health Insurance Coverage,Community,Health Insurance,Dead,S2362,3,,
2009,NY,New York,Nutrition,Farm Direct Foods,School/After School,Availability of Healthy Food on School Property,Dead,S1446,3,,
2012,HI,Hawaii,Nutrition,Farm Direct Foods,Community,An Act Relating to Agricultural Policy<br>,Dead,H2431,3,1/1/2012 0:00,
2007,NC,North Carolina,Physical Activity,Appropriations,School/After School,2007 Appropriation Act,Enacted,H1473,1,1/1/2007 0:00,
2009,MN,Minnesota,Physical Activity,Public Safety,Community,Economic Development,Dead,S1608,3,,
2007,TX,Texas,Nutrition,School Nutrition,School/After School,Department of Agriculture,Enacted,H4062,1,1/1/2007 0:00,
2009,OH,Ohio,Physical Activity,Task Forces/Councils,School/After School,Nutritional Standards,Enacted,S210,1,1/1/2009 0:00,
2009,MO,Missouri,Physical Activity,Public Transportation,Community,State Highway System Incident Management,Dead,S88,3,,
2010,NJ,New Jersey,Physical Activity,Public Safety,Community,Garden State Historic Preservation Trust Fund,Enacted,R19304,1,1/1/2010 0:00,
2011,IL,Illinois,Nutrition,Food Assistance Programs,Community,Public Aid Code,Dead,H3421,3,,
2005,FL,Florida,Physical Activity,Disabilities,Community,Mobility-Impaired Pedestrians or Dogs,Enacted,H925,1,1/1/2005 0:00,
2011,CA,California,Nutrition,Healthier Food Retail and Food Deserts,Medical and/or Hospital,Taxation: Sweetened Beverage Tax: Children's Health,Dead,A669,3,,
2011,NY,New York,Nutrition,Media Campaigns,Community,Senior Benefits Card Program,Dead,A3860,3,,
2009,NC,North Carolina,Nutrition,School Nutrition,Community,Sustainable Local Food Advisory Council,Enacted,S1067,1,1/1/2009 0:00,
2009,WV,West Virginia,Obesity,Food Restrictions,Community,Budget Bill,Dead,S150,3,,
2010,OK,Oklahoma,Obesity,Food Restrictions,School/After School,Public Health And Safety,Enacted,H2774,1,1/1/2010 0:00,
2011,NY,New York,Nutrition,Appropriations,Community,Statewide and Regional Farm Guides,Dead,A6811,3,,
2011,MO,Missouri,Obesity,Appropriations,School/After School,Commission on Prevention and Management of Obesity,Dead,H57,3,,
2009,NC,North Carolina,Nutrition,Fruits and Vegetables,Community,Local Food Policy Council,Dead,H1163,3,,
2011,NY,New York,Physical Activity,Public Safety,Community,Tax Increment Financing Program,Dead,A2571,3,,
2009,MD,Maryland,Physical Activity,Incentives,Community,Income Tax,Dead,H711,3,,
2010,MO,Missouri,Nutrition,Appropriations,Community,Department of Social Services Appropriation,Enacted,H2011,1,1/1/2010 0:00,
2010,MN,Minnesota,Nutrition,Farm Direct Foods,Community,Capital Improvements,Dead,S2360,3,,
2016,KY,Kentucky,Nutrition,Breastfeeding,Work Place,Breastfeeding and benefits,Enacted,SCR9,1,3/14/2016 0:00,3/14/2016 0:00
2009,ME,Maine,Nutrition,Appropriations,Community,Food Stamps and Local Produce,Dead,H251,3,,
2011,NY,New York,Nutrition,Food Assistance Programs,Medical and/or Hospital,Advisory Committee on Public Wellness,Dead,S1923,3,,
2009,MS,Mississippi,Obesity,Appropriations,Community,Major Economic Impact Act,Dead,S3200,3,,
2011,CA,California,Physical Activity,Physical Activity Requirements,Medical and/or Hospital,Taxation: Sweetened Beverage Tax: Children's Health,Dead,A669,3,,
2011,TX,Texas,Nutrition,Appropriations,Community,Regulation of Food Sold at Farmers Markets.,Dead,H3387,3,,
2010,MI,Michigan,Physical Activity,Appropriations,Community,Department of Transportation,Enacted,H5889,1,1/1/2010 0:00,
2003,CA,California,Nutrition,Appropriations,School/After School,Health Education,Enacted,AB195,1,1/1/2003 0:00,
2011,NV,Nevada,Physical Activity,Bicycling,Community,Reckless Driving,Enacted,A328,1,1/1/2011 0:00,
2011,ME,Maine,Nutrition,Food Assistance Programs,Community,Farmers Markets and Electronic Fund Transfer,Dead,LR1724,3,,
2015,WA,Washington,Nutrition,Food Policy Councils,School/After School,Washington Food Policy Forum,Introduced,HB1685,0,,
2011,MD,Maryland,Obesity,Appropriations,Community,Maryland Combating Childhood Obesity Grant Program,Dead,H716,3,,
2011,TN,Tennessee,Physical Activity,Access to Recreational Opportunities,Community,Tort Liability and Reform,Enacted,H1151,1,1/1/2011 0:00,
2013,VT,Vermont,Physical Activity,Built Environment and Street-Scale Design,Community,Neighborhood Planning and Development,Enacted,HB377,1,6/3/2013 0:00,7/1/2013 0:00
2010,KY,Kentucky,Nutrition,Vending,Work Place,Encouraging Health Lifestyles,Dead,H74,3,,
2014,NY,New York,Nutrition,Farm Direct Foods,Community,Local Food Procurement,Enacted,SB5552,1,9/23/2014 0:00,9/23/2014 0:00
2007,VT,Vermont,Obesity,Health Insurance Coverage,Community,Split Healthcare Benefit Designs,Enacted,H887,1,1/1/2007 0:00,
2011,NY,New York,Physical Activity,Incentives,School/After School,Tax Increment Bonds,Dead,A4778,3,,
2003,FL,Florida,Physical Activity,Appropriations,Community,County and Municipal Taxes on Motor Fue,Enacted,H1813,1,1/1/2003 0:00,
2011,MS,Mississippi,Nutrition,Access to Healthy Foods,Community,Healthy Foods,Enacted,H1170,1,1/1/2011 0:00,
2012,NY,New York,Nutrition,Trans Fats,Restaurant/Retail,An Act to Combat the Incidence of Adult and Childhood Obesity<br>,Dead,A9394,3,1/1/2012 0:00,
2011,OR,Oregon,Obesity,Food Restrictions,Restaurant/Retail,Nutrition,Dead,H2975,3,,
2008,VT,Vermont,Nutrition,Appropriations,Community,Health Insurance Programs Promoting Wellness,Enacted,R1181,1,1/1/2008 0:00,
2009,NH,New Hampshire,Nutrition,Farmers Markets,Community,Farmers Markets and Farm Stands,Dead,LSR88,3,,
2011,CA,California,Physical Activity,Bicycling,School/After School,Safe Routes to School,Dead,A516,3,,
2009,NM,New Mexico,Nutrition,Medical Care,Community,Law Enforcement for Parks and Recreation,Dead,H273,3,,
2012,MS,Mississippi,Nutrition,Initiatives and Programs,School/After School,An Act to Create the Sweetened Beverage and Syrup Tax Law<br>,Dead,S2642,3,1/1/2012 0:00,
2011,WV,West Virginia,Nutrition,School Nutrition,School/After School,Parents Or the School to Serve Sweets With Consent,Dead,H2191,3,,
2005,IL,Illinois,Nutrition,Trans Fats,Work Place,Business Location Efficiency Incentive Act,Enacted,S2885,1,1/1/2005 0:00,
2009,NY,New York,Obesity,Food Restrictions,School/After School,Healthy Schools Act,Dead,A7804,3,,
2011,MO,Missouri,Nutrition,Access to Healthy Foods,Restaurant/Retail,Agriculture,Enacted,S356,1,1/1/2011 0:00,
2011,OR,Oregon,Obesity,Portion Size,Restaurant/Retail,Prohibition of Single Serving of High Calorie Beverage,Dead,H3222,3,,
2010,IA,Iowa,Physical Activity,Bicycling,Community,Natural Resources and Outdoor Recreation Trust Fund,Enacted,S2310,1,1/1/2010 0:00,
2009,DE,Delaware,Obesity,Media Campaigns,Restaurant/Retail,Nutrition Information,Dead,S81,3,,
2010,MN,Minnesota,Nutrition,Farmers Markets,Restaurant/Retail,Capital Investment,Dead,H2692,3,,
2012,WA,Washington,Physical Activity,Access to Recreational Opportunities,Community,Use of University Facilities,Enacted,31651,1,1/1/2012 0:00,
2011,CT,Connecticut,Physical Activity,Public Transportation,Community,Consolidated Plan for Housing and Community Development,Enacted,H6413,1,1/1/2011 0:00,
2010,RI,Rhode Island,Nutrition,Medical Care,Community,Towns & Cities,Dead,H8269,3,,
2009,OH,Ohio,Physical Activity,Public Safety,Community,Urban Renewal Bonds,Dead,S70,3,,
2009,CO,Colorado,Nutrition,School Nutrition,School/After School,Food Service and Nutrition,Enacted,R9895,1,1/1/2009 0:00,
2010,WA,Washington,Nutrition,Correctional Facilities Farms Programs,Restaurant/Retail,Tax Increases,Enacted,BI10,1,1/1/2010 0:00,
2001,NC,North Carolina,Nutrition,Medical Care,Community,Child Bicycle Safety Act,Enacted,H63,1,1/1/2001 0:00,
2011,VT,Vermont,Nutrition,Farmers Markets,School/After School,Sugar-Sweetened Beverages,Dead,H151,3,,
2011,HI,Hawaii,Nutrition,Healthier Food Retail and Food Deserts,Community,Transit Oriented Development,Dead,H928,3,,
2011,MD,Maryland,Nutrition,Medical Care,Community,Transit Thresholds and Treatment Corridors,Dead,S623,3,,
2011,NY,New York,Physical Activity,Built Environment and Street-Scale Design,Community,Pre-Licensing Drivers Education Course,Dead,S3598,3,,
2011,OR,Oregon,Obesity,Portion Size,Community,Warning Label Requirement on High Calorie Beverages,Dead,H3223,3,,
2009,MA,Massachusetts,Obesity,Appropriations,Community,Arlington Pedestrian Safety,Dead,HD4097,3,,
2009,PA,Pennsylvania,Obesity,Appropriations,School/After School,Physical Education,Dead,H358,3,,
2005,MI,Michigan,Nutrition,Incentives,Community,Farm Development Fund,Enacted,S1169,1,1/1/2005 0:00,
2013,NY,New York,Nutrition,Task Forces/Councils,School/After School,An Act to Amend the Education Law,Introduced,SB3224,0,,
2016,CA,California,Physical Activity,"Parks, Recreation and Trails",Community,The Lower Los Angeles River Recreation and Park District.,Enacted,SB1374,1,9/22/2016 0:00,9/22/2016 0:00
2010,OK,Oklahoma,Obesity,Appropriations,Community,Sooner Seniors,Enacted,R16417,1,1/1/2010 0:00,
2010,PA,Pennsylvania,Obesity,Appropriations,Community,Annual Registration Fee for Passenger Cars,Dead,H23a,3,,
2010,CA,California,Nutrition,Task Forces/Councils,Community,Health and Human Services: Federal Grant Opportunities,Dead,A70,3,,
2011,TX,Texas,Nutrition,Access to Healthy Foods,Work Place,Interagency Obesity Council,Dead,S1454,3,,
2011,OR,Oregon,Nutrition,Food Security,Restaurant/Retail,The Oregon Food Policy Council,Dead,H2761,3,,
2009,PA,Pennsylvania,Nutrition,Sodium,School/After School,Education Code,Dead,H1572,3,,
2011,MN,Minnesota,Nutrition,Liability and Indemnity,Community,Taxation,Dead,S1445,3,,
2010,IL,Illinois,Obesity,Appropriations,Community,Task Force on Farmers Markets,Enacted,HJR57,1,1/1/2010 0:00,
2010,MI,Michigan,Nutrition,Medical Care,Community,Public Transportation Agencies,Enacted,H5212,1,1/1/2010 0:00,
2011,CT,Connecticut,Nutrition,Farm Direct Foods,Restaurant/Retail,Certified Farmers Markets,Enacted,H6156,1,1/1/2011 0:00,
2008,VA,Virginia,Obesity,Appropriations,School/After School,Board of Education Database on Nutrition and Fitness,Enacted,H246,1,1/1/2008 0:00,
2011,NY,New York,Nutrition,Incentives,Community,Calcium Purchasing Preference Initiative,Dead,S265,3,,
2011,RI,Rhode Island,Obesity,Liability and Indemnity,Restaurant/Retail,Taxation,Dead,S295,3,,
2011,RI,Rhode Island,Physical Activity,Pedestrians/Walking,Community,Planning and Land Use,Enacted,S21,1,1/1/2011 0:00,
2010,MN,Minnesota,Nutrition,Farm Direct Foods,Restaurant/Retail,Capital Investment,Dead,H2692,3,,
2011,ME,Maine,Obesity,Appropriations,Community,State Prison Vegetable Garden Requirements,Dead,LR1854,3,,
2010,FL,Florida,Nutrition,Farmers Markets,Community,Agriculture and Florida Food Freedom Act,Dead,S1900,3,,
2009,IL,Illinois,Nutrition,Medical Care,Medical and/or Hospital,"Illinois Food, Farms, and Jobs Act",Dead,S15,3,,
2010,NH,New Hampshire,Nutrition,Task Forces/Councils,Work Place,HealthFirst,Enacted,H1488,1,1/1/2010 0:00,
2009,OK,Oklahoma,Obesity,Health Insurance Coverage,Medical and/or Hospital,Medical Providers Fee for Service,Enacted,R15954,1,1/1/2009 0:00,
2012,IL,Illinois,Nutrition,Nutrition Standards,School/After School,An Act Concerning Health  <br>,Dead,H5700,3,1/1/2012 0:00,
2011,HI,Hawaii,Obesity,Food Restrictions,Community,Agriculture,Dead,S1145,3,,
2009,NY,New York,Nutrition,Farmers Markets,School/After School,Appropriations for Support of Government,Dead,A16v,3,,
2005,WI,Wisconsin,Obesity,Liability and Indemnity,Restaurant/Retail,Claims Resulting from Weight Gain and Obesity,Enacted,S161,1,1/1/2005 0:00,
2010,NJ,New Jersey,Obesity,Menu Labeling,Community,Eminent Domain,Dead,S1042,3,,
2009,PA,Pennsylvania,Nutrition,Appropriations,Community,General Budget Implementation,Dead,S1042,3,,
2011,NY,New York,Physical Activity,Built Environment and Street-Scale Design,Community,Bicycle Helmet Requirement,Dead,A3991,3,,
2010,CA,California,Nutrition,Farmers Markets,Community,"Agriculture: Fruits, Nuts, Vegetables: State Grown Act",Dead,A1960,3,,
2014,IL,Illinois,Obesity,Food Restrictions,Early Care and Education,Licensing Standards for Day Care Centers,Enacted,15726,1,8/15/2014 0:00,8/15/2014 0:00
2011,MT,Montana,Nutrition,Incentives,Restaurant/Retail,Soft Drink Excise Tax,Dead,D1276,3,,
2011,GA,Georgia,Nutrition,Fruits and Vegetables,Community,Georgia Grown Farm Products,Dead,H367,3,,
2009,MS,Mississippi,Nutrition,Appropriations,Community,Sales Tax,Dead,S2100,3,,
2010,MS,Mississippi,Obesity,Sugar Sweetened Beverages,Restaurant/Retail,Sales Tax,Dead,H1692,3,,
2011,MN,Minnesota,Nutrition,Appropriations,Restaurant/Retail,Agriculture,Dead,H255,3,,
2010,RI,Rhode Island,Nutrition,Appropriations,Work Place,Insurance,Dead,H7560,3,,
2010,PA,Pennsylvania,Physical Activity,Appropriations,Community,Fiscal Year 2010 2011 Capital Budget,Enacted,H2289,1,1/1/2010 0:00,
2009,MA,Massachusetts,Obesity,Menu Labeling,Community,Chapter 40b Response to Cities and Towns,Dead,H1186,3,,
2009,LA,Louisiana,Obesity,Portion Size,Early Care and Education,Licensing Class A Regulations for Day Care Centers,Enacted,R11646,1,1/1/2009 0:00,
2012,VT,Vermont,Nutrition,Agriculture and Farming,Community,An Act Relating to Amending Perpetual Conservation Easements.<br>,Enacted,S179,1,1/1/2012 0:00,
2010,IL,Illinois,Obesity,Menu Labeling,Community,River Edge Redevelopment Zone Act,Dead,H6093,3,,
2011,UT,Utah,Nutrition,Access to Healthy Foods,Restaurant/Retail,Soft Drink Taxes and Education Funding,Dead,H426,3,,
2011,KS,Kansas,Physical Activity,Built Environment and Street-Scale Design,Community,Bicycle Traffic Laws,Dead,H2174,3,,
2010,WA,Washington,Nutrition,Farmers Markets,Community,Property Tax Exemption for Church Property,Dead,S6335,3,,
2011,DE,Delaware,Nutrition,Food Assistance Programs,Community,Grants In Aid,Enacted,H195,1,1/1/2011 0:00,
2009,HI,Hawaii,Nutrition,Agriculture and Farming,School/After School,Farm to Work Program,Dead,H992,3,,
2005,TX,Texas,Obesity,Appropriations,Community,Bicycle Tourism Trails,Enacted,S602,1,1/1/2005 0:00,
2010,VT,Vermont,Obesity,Sugar Sweetened Beverages,Community,Health Care Coverage,Dead,H510,3,,
2009,PA,Pennsylvania,Nutrition,Agriculture and Farming,School/After School,Supplemental Appropriation,Dead,S1085,3,,
2010,MS,Mississippi,Nutrition,Agriculture and Farming,Restaurant/Retail,Town of Como,Enacted,H1723,1,1/1/2010 0:00,
2010,NY,New York,Nutrition,Farm Direct Foods,School/After School,Department of Education,Dead,S7027,3,,
2011,TX,Texas,Nutrition,Appropriations,Community,Small Food Production Regulation,Dead,H2084,3,,
